Job Info
Name;Synergy, S, aureus del,mutants
Status;Completed
Job ID;10
Job last modified;11-06-2014 10:46:55

Repetitions;49
Time between repetitions;00:30:00
Acquire started;10-06-2014 10:39:39
Acquire completed;11-06-2014 10:44:01
Acquire duration;24:04:22
Growth Kinetics Analysis plugin;FullImageFeatures,dll

Name;ImageDistance;CameraStartPosition;Scan length;NumberOfImages;IlluminationLevel;IlluminationTime;TrayPosition;FocusPosition
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;29;9,04453516081758;2,85610279998243;0;-4,31758930571049;9,04473256775786;0,395904791124927;52471
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;30;9,04482442816599;2,85639206733083;0;-4,31758930571049;9,04502356869171;0,39619579205878;54272
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;31;9,04621861889028;2,85778625805512;0;-4,31758930571049;9,04642008218188;0,397592305548951;56072
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;32;9,04671017848212;2,85827781764696;0;-4,31758930571049;9,04692251438817;0,398094737755239;57872
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;33;9,04787356151498;2,85944120067982;0;-4,31758930571049;9,0480853412755;0,399257564642575;59672
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;34;9,04756634138726;2,8591339805521;0;-4,31758930571049;9,04777575821488;0,39894798158195;61472
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;35;9,04811860497944;2,85968624414428;0;-4,31758930571049;9,04833150195398;0,399503725321049;63272
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;36;9,04756765832339;2,85913529748823;0;-4,31758930571049;9,04778212916433;0,398954352531398;65072
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;37;9,04972337713565;2,86129101630049;0;-4,31758930571049;9,04994009844772;0,401112321814793;66872
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;38;9,04856396050615;2,86013159967099;0;-4,31758930571049;9,04877504796153;0,399947271328603;68672
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;39;9,05005027437278;2,86161791353762;0;-4,31758930571049;9,05026779507349;0,401440018440566;70472
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;40;9,04893727905463;2,86050491821947;0;-4,31758930571049;9,04914964917156;0,400321872538633;72272
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;41;9,04999455980587;2,86156219897071;0;-4,31758930571049;9,05020974243292;0,401381965799986;74072
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;42;9,05089684151373;2,86246448067857;0;-4,31758930571049;9,05112933220174;0,402301555568808;75872
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;43;9,05141295527045;2,86298059443529;0;-4,31758930571049;9,0516306501523;0,402802873519375;77672
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;44;9,0525107540306;2,86407839319544;0;-4,31758930571049;9,05273986450295;0,403912087870021;79472
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;45;9,05292876073564;2,86449639990048;0;-4,31758930571049;9,05315664114631;0,404328864513383;81272
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;46;9,05341427268595;2,86498191185079;0;-4,31758930571049;9,05364368014166;0,404815903508736;83072
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;47;9,05298311270958;2,86455075187442;0;-4,31758930571049;9,05321058261484;0,404382805981909;84872
B1;14198,3815144668;4,62746099855975;2936,96362503857;199;2;10;48;9,05290090105303;2,86446854021787;0;-4,31758930571049;9,05312771469765;0,404299938064719;86672
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;0;5,50383608569933;0;3,99252452251072;0;8,5766804814075;0;244
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;1;5,4750169681758;-0,0288191175235299;4,05848628015112;0,0659617576403932;8,57254133328102;-0,00413914812647853;2045
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;2;5,57893717423298;0,0751010885336507;4,27798497541056;0,285460452899842;8,57054977020552;-0,00613071120197439;3846
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;3;5,7845437147368;0,280707629037472;4,47525666991672;0,482732147406003;8,57464706404642;-0,00203341736107632;5646
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;4;6,15054904837307;0,646712962673742;4,62094196037858;0,62841743786786;8,58251949374069;0,0058390123331904;7446
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;5;6,42781011028911;0,92397402458978;4,85704444611527;0,864519923604548;8,58576050334451;0,00908002193700952;9246
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;6;6,53936979101724;1,03553370531791;4,76566108957185;0,773136567061127;8,59955100298737;0,0228705215798755;11046
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;7;7,87198110142737;2,36814501572804;5,02557718028659;1,03305265777586;8,6367961038499;0,0601156224423995;12846
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;8;8,40197711905718;2,89814103335786;5,30545493917833;1,3129304166676;8,66315389984087;0,0864734184333678;14646
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;9;8,65648303584438;3,15264695014505;5,42388939922643;1,43136487671571;8,69790582325444;0,121225341846944;16446
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;10;8,73558859645225;3,23175251075292;4,92334608526069;0,930821562749967;8,73575238444493;0,159071903037434;18246
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;11;8,77226245511988;3,26842636942056;4,99242968798111;0,999905165470385;8,77227144733015;0,195590965922651;20046
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;12;8,80233674994476;3,29850066424543;4,84341516368091;0,850890641170189;8,80233936111903;0,225658879711528;21846
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;13;8,83536939292611;3,33153330722678;5,1451928985117;1,15266837600098;8,83531007147867;0,258629590071171;23646
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;14;8,88109711093939;3,37726102524006;5,0008781826813;1,00835366017058;8,88112205097856;0,304441569571066;25446
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;15;8,92123985486326;3,41740376916393;4,97639618420519;0,983871661694473;8,92123183520664;0,344551353799146;27246
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;16;8,94989755506089;3,44606146936156;4,8554554115297;0,862930889018978;8,94991884572798;0,373238364320477;29046
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;17;8,97278971761013;3,4689536319108;4,64972242008331;0,657197897572585;8,97279915370747;0,396118672299968;30846
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;18;8,994783018247;3,49094693254767;4,27326558444564;0,280741061934919;8,99481404448534;0,41813356307784;32646
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;19;9,01045032927455;3,50661424357522;3,6796973094006;-0,312827213110122;9,0104663049214;0,433785823513899;34446
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;20;9,02094950674844;3,51711342104911;2,68209481496124;-1,31042970754948;9,02097006551135;0,444289584103849;36246
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;21;9,0264320836024;3,52259599790308;1,64779604135625;-2,34472848115448;9,02645413995398;0,449773658546482;38046
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;22;9,03219964811152;3,52836356241219;0,296378782734556;-3,69614573977617;9,03221906712493;0,455538585717436;39846
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;23;9,0332595643866;3,52942347868728;0,107918124604762;-3,88460639790596;9,03327851601223;0,456598034604728;41646
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;24;9,03396014096512;3,53012405526579;0;-3,99252452251072;9,03398149936007;0,457301017952574;43446
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;25;9,03344558593488;3,52960950023555;0,130102999566398;-3,86242152294432;9,03346591866674;0,456785437259242;45246
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;26;9,03408562995973;3,5302495442604;0,0301029995663981;-3,96242152294432;9,03410741191017;0,457426930502676;47046
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;27;9,03412678597551;3,53029070027618;0,1;-3,89252452251072;9,03414887010138;0,457468388693879;48846
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;28;9,03430188429599;3,53046579859666;0,0845098040014257;-3,9080147185093;9,03432279972284;0,457642318315342;50646
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;29;9,03452674833077;3,53069066263144;0,207918124604763;-3,78460639790596;9,03454727911274;0,457866797705243;52446
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;30;9,0340426102454;3,53020652454608;0,147712125471966;-3,84481239703876;9,03406407657717;0,457383595169674;54246
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;31;9,0341938260988;3,53035774039948;0,213353890837022;-3,7791706316737;9,0342146934361;0,4575342120286;56046
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;32;9,03413399208493;3,5302979063856;0,132221929473392;-3,86030259303733;9,03415361167983;0,45747313027233;57846
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;33;9,03390522486283;3,5300691391635;0,185733249643127;-3,80679127286759;9,03392407114482;0,457243589737324;59646
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;34;9,03381577487877;3,52997968917944;0,698978430916027;-3,29354609159469;9,0338355454766;0,457155064069102;61447
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;35;9,03334894736059;3,52951286166126;0,0778151250383644;-3,91470939747236;9,03336840177494;0,456687920367443;63246
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;36;9,03298356173228;3,52914747603295;0,427646180417325;-3,5648783420934;9,03300202677968;0,456321545372186;65047
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;37;9,03275394324397;3,52891785754464;1,0088273883899;-2,98369713412082;9,03277152621233;0,456091044804831;66847
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;38;9,03331426549716;3,52947817979783;0,472435780422643;-3,52008874208808;9,03332879536354;0,456648313956043;68646
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;39;9,03313579169439;3,52929970599506;0,362138402848165;-3,63038611966256;9,03314612950166;0,456465648094159;70447
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;40;9,03337837259989;3,52954228690056;0,581517913013942;-3,41100660949678;9,03338936041981;0,456708879012309;72247
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;41;9,03362484042688;3,52978875472755;0,982173454966189;-3,01035106754453;9,03363261935239;0,456952137944894;74046
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;42;9,03317330095527;3,52933721525594;1,71331369481618;-2,27921082769454;9,03318534980866;0,456504868401163;75847
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;43;9,03280741967171;3,52897133397238;2,12378566448003;-1,86873885803069;9,03281518378129;0,45613470237379;77647
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;44;9,03313015572643;3,5292940700271;1,87328134505458;-2,11924317745614;9,03314495961044;0,456464478202944;79447
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;45;9,03394172761971;3,53010564192039;1,96619075039997;-2,02633377211075;9,03395956520528;0,457279083797781;81247
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;46;9,03381083366702;3,5299747479677;1,96612287113882;-2,0264016513719;9,0338326085366;0,457152127129104;83047
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;47;9,03332417581746;3,52948809011813;1,67759270115186;-2,31493182135886;9,03333969009365;0,456659208686149;84847
B10;95000,3815144668;4,62746099855975;3010,76497499266;211;2;10;48;9,03354641142771;3,52971032572838;1,5832096081874;-2,40931491432332;9,03356466791451;0,456884186507009;86647
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;0;5,80029361824284;0;4,1407748548638;0;8,61136055644203;0;241
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;1;6,49357999287452;0,693286374631684;4,41766386488602;0,276889010022218;8,61371936729757;0,00235881085554368;2042
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;2;6,91327858661843;1,11298496837559;4,62412177600245;0,483346921138657;8,62461092518721;0,013250368745183;3843
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;3;7,13500104576709;1,33470742752426;4,80339243231172;0,662617577447925;8,63631233793498;0,0249517814929572;5643
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;4;7,28378910306666;1,48349548482382;4,91006429092297;0,769289436059177;8,64088392070294;0,0295233642609105;7443
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;5;6,27200225019524;0,471708631952404;4,61508527275912;0,474310417895317;8,62095811125438;0,00959755481235192;9243
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;6;6,69998082691136;0,899687208668518;4,86690598136508;0,726131126501283;8,6320486259572;0,0206880695151721;11043
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;7;7,16743028777469;1,36713666953185;5,0573304311847;0,916555576320904;8,6440061926882;0,0326456362461744;12843
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;8;7,77969785522693;1,9794042369841;5,26072324883182;1,11994839396802;8,65957227088122;0,048211714439196;14643
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;9;8,21556422885861;2,41527061061578;5,41526120291514;1,27448634805134;8,67669363167878;0,0653330752367509;16443
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;10;8,47780607609274;2,6775124578499;5,45811449991454;1,31733964505074;8,69413080482316;0,0827702483811379;18243
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;11;8,44850359967943;2,64820998143659;5,48184871058511;1,34107385572131;8,69259371183179;0,0812331553897589;20043
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;12;8,55701937646983;2,756725758227;5,16455424940946;1,02377939454567;8,70647209343593;0,0951115369939046;21843
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;13;8,66548626846859;2,86519265022575;5,21324789767552;1,07247304281173;8,72629723165392;0,114936675211894;23643
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;14;8,69772070454841;2,89742708630557;5,2706585147697;1,12988365990591;8,73736476544547;0,126004209003447;25443
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;15;8,72531261069749;2,92501899245465;5,31047564399008;1,16970078912628;8,74840539379975;0,137044837357722;27243
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;16;8,72275658188048;2,92246296363764;5,2899909642491;1,14921610938531;8,74915625173379;0,137795695291761;29043
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;17;8,72911008824626;2,92881647000342;5,25219361412496;1,11141875926116;8,75325002448516;0,14188946804313;30843
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;18;8,71514979699154;2,91485617874871;5,35429720582593;1,21352235096214;8,7497893137183;0,138428757276278;32643
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;19;8,70995072292616;2,90965710468332;5,35207544722902;1,21130059236522;8,74952836196951;0,138167805527482;34443
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;20;8,69270819788618;2,89241457964334;5,41049669437659;1,26972183951279;8,74489877812153;0,133538221679499;36243
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;21;8,68430919872257;2,88401558047973;5,47635324447336;1,33557838960956;8,74298736947294;0,131626813030918;38043
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;22;8,65208270702958;2,85178908878675;5,45228714720696;1,31151229234316;8,73537513736204;0,124014580920015;39843
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;23;8,63414803252803;2,83385441428519;5,45957009617913;1,31879524131534;8,73085965300345;0,11949909656142;41644
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;24;8,59660179623117;2,79630817798834;5,52579713169414;1,38502227683034;8,72318437703381;0,111823820591782;43444
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;25;8,55279950762878;2,75250588938594;5,49868093124421;1,35790607638041;8,71509185704293;0,103731300600906;45243
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;26;8,5022387671438;2,70194514890097;5,50301559104702;1,36224073618323;8,70691455423315;0,0955539977911215;47043
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;27;8,46524609553809;2,66495247729525;5,48905034522575;1,34827549036196;8,70140963935317;0,0900490829111433;48843
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;28;8,41450266194698;2,61420904370414;5,40283623826152;1,26206138339773;8,69471102305714;0,0833504666151175;50643
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;29;8,33610402332895;2,53581040508611;5,44618601423104;1,30541115936724;8,68592635270318;0,0745657962611563;52443
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;30;8,30235032823078;2,50205670998794;5,42909869463867;1,28832383977487;8,68276726649154;0,0714067100495104;54243
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;31;8,23120755791697;2,43091393967413;5,379724605837;1,2389497509732;8,67658951718066;0,0652289607386383;56043
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;32;8,14710738700864;2,3468137687658;5,25224068220152;1,11146582733773;8,67044717287863;0,059086616436602;57843
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;33;8,01661144179155;2,21631782354872;5,10628437807082;0,965509523207022;8,66155797145978;0,0501974150177524;59644
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;34;7,92591291020392;2,12561929196108;5,14376303146272;1,00298817659892;8,65754424509861;0,0461836886565887;61444
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;35;7,83608538377423;2,03579176553139;4,91141664480745;0,770641789943657;8,6542398192522;0,0428792628101782;63244
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;36;7,76557593481663;1,9652823165738;4,77477454782202;0,633999692958219;8,65221978494938;0,0408592285073546;65044
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;37;7,6449390029196;1,84464538467676;4,66279591915192;0,522021064288126;8,64768296261772;0,0363224061756924;66844
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;38;7,66629938489767;1,86600576665484;4,56207517861851;0,421300323754707;8,6499215889569;0,0385610325148757;68644
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;39;7,63742260203066;1,83712898378782;4,5563610579421;0,415586203078298;8,64925217999161;0,0378916235495836;70444
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;40;7,65974141712377;1,85944779888093;4,48811614599666;0,347341291132862;8,65002774354596;0,0386671871039326;72244
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;41;7,6592016519578;1,85890803371496;4,55045453275121;0,409679677887407;8,65004415426443;0,0386835978224003;74044
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;42;7,64018292529322;1,83988930705038;4,57551052576323;0,434735670899436;8,64908477100477;0,0377242145627417;75844
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;43;7,68296822825787;1,88267461001503;4,597199391253;0,456424536389207;8,65090326599259;0,0395427095505667;77644
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;44;7,6720031408508;1,87170952260797;4,59002640464597;0,449251549782174;8,65016896758835;0,0388084111463272;79444
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;45;7,642151711734;1,84185809349116;4,61128615168562;0,470511296821823;8,64874801076753;0,0373874543254988;81244
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;46;7,71366078250859;1,91336716426576;4,61905349481419;0,478278639950393;8,65242079674125;0,0410602402992239;83044
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;47;7,70157086374873;1,9012772455059;4,58799652285755;0,447221667993752;8,65145039601341;0,0400898395713849;84844
B11;103978,381514467;4,62746099855975;3088,96291245435;209;2;10;48;7,66928488566543;1,8689912674226;4,64065648922988;0,499881634366083;8,64988853675532;0,0385279803132974;86644
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;0;6,58476027374537;0;4,65508299977233;0;8,6291149329149;0;238
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;1;7,28700882911308;0,702248555367707;4,8863614682353;0,231278468462963;8,63769618749978;0,00858125458488246;2040
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;2;7,60172945708729;1,01696918334192;5,07201398492152;0,416930985149185;8,65035257725269;0,0212376443377913;3840
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;3;7,73333405652472;1,14857378277935;5,14128673579112;0,486203736018784;8,66173637237151;0,0326214394566069;5640
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;4;7,80945113369655;1,22469085995117;5,19679854885326;0,541715549080931;8,67001982573213;0,0409048928172311;7440
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;5;7,86019896327866;1,27543868953328;5,25399827396202;0,598915274189689;8,67926814957839;0,0501532166634853;9240
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;6;7,88737276348003;1,30261248973466;5,25282852331846;0,597745523546128;8,69036866554053;0,0612537326256302;11040
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;7;7,92379807395288;1,33903780020751;5,31800918657368;0,662926186801347;8,69896512906068;0,0698501961457776;12840
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;8;8,00528786546284;1,42052759171746;5,35133939269451;0,696256392922176;8,70370844917963;0,0745935162647271;14640
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;9;8,21841411367757;1,6336538399322;5,31299901690302;0,657916017130686;8,70766838835158;0,0785534554366798;16440
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;10;8,33995556982333;1,75519529607795;5,35543390868898;0,700350908916647;8,70582846188747;0,0767135289725669;18240
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;11;8,3701301727097;1,78536989896432;5,26673335678832;0,611650357015985;8,70013126388302;0,0710163309681189;20040
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;12;8,4283067210445;1,84354644729913;5,18248236413332;0,527399364360988;8,69882754019869;0,0697126072837868;21840
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;13;8,47723123380498;1,8924709600596;5,13427054249141;0,479187542719072;8,70574834037048;0,0766334074555743;23640
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;14;8,48361782842012;1,89885755467474;5,23779806631562;0,582715066543291;8,70724499462614;0,0781300617112368;25440
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;15;8,45554890432338;1,87078863057801;5,19731564877375;0,542232649001421;8,70230612960409;0,0731911966891836;27240
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;16;8,41795616475131;1,83319589100593;5,00565894159232;0,350575941819987;8,69795883833243;0,0688439054175287;29040
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;17;8,38380112597043;1,79904085222506;4,99070543818767;0,335622438415331;8,69447422419404;0,0653592912791403;30840
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;18;8,33105375380657;1,7462934800612;4,96037777600403;0,3052947762317;8,68856521991128;0,0594502869963822;32640
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;19;8,31869779063696;1,73393751689158;4,86557223746871;0,210489237696375;8,68729949592231;0,0581845630074032;34440
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;20;8,25700637146091;1,67224609771554;4,75862672454052;0,103543724768186;8,6817738173371;0,0526588844221969;36240
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;21;8,20897267834274;1,62421240459736;4,67211798044661;0,0170349806742722;8,67990413442147;0,0507892015065643;38040
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;22;8,13890283061157;1,55414255686619;4,60879584122647;-0,0462871585458657;8,67493453807654;0,0458196051616397;39840
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;23;8,0657039475855;1,48094367384012;4,53824429065228;-0,116838709120057;8,6710088278468;0,0418938949318992;41641
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;24;7,9899303327501;1,40517005900472;4,59483248503971;-0,0602505147326209;8,6681175068918;0,0390025739768962;43441
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;25;7,90762081274742;1,32286053900205;4,45803488708604;-0,197048112686294;8,66474638167149;0,0356314487565861;45240
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;26;7,8278184540509;1,24305818030553;4,51761904713921;-0,137463952633128;8,663463825819;0,0343488929040987;47041
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;27;7,76011000490555;1,17534973116017;4,42852161865487;-0,226561381117461;8,66091245935358;0,0317975264386767;48841
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;28;7,67369189738298;1,08893162363761;4,44748548258371;-0,207597517188628;8,65821433587776;0,0290994029628564;50641
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;29;7,58698476213428;1,0022244883889;4,33248720761856;-0,322595792153777;8,6564386197817;0,027323686866799;52441
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;30;7,47098911184599;0,886228838100614;4,49911393912775;-0,155969060644581;8,65402065767842;0,0249057247635225;54241
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;31;7,35158479074379;0,766824516998419;4,34618088871465;-0,308902111057684;8,65158980794743;0,0224748750325237;56041
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;32;7,30493122168835;0,720170947942973;4,31030232499658;-0,344780674775754;8,65131372370395;0,0221987907890444;57841
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;33;7,21115549613865;0,626395222393275;4,41491563534886;-0,240167364423474;8,64910855221498;0,0199936193000756;59641
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;34;7,10576470704115;0,521004433295778;4,37329661009568;-0,281786389676649;8,64614035054254;0,0170254176276394;61441
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;35;7,03641613266782;0,45165585892245;4,45341749419523;-0,201665505577099;8,64448506753871;0,0153701346238115;63241
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;36;7,02361898765969;0,438858713914312;4,49321990222446;-0,161863097547872;8,64367086374184;0,0145559308269334;65041
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;37;7,05024976470412;0,465489490958751;4,50831721691062;-0,146765782861713;8,64426664775385;0,0151517148389448;66841
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;38;7,04775699713109;0,462996723385717;4,531353761584;-0,12372923818833;8,6418394542463;0,0127245213314016;68641
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;39;7,10591341640059;0,521153142655218;4,4831852811918;-0,171897718580536;8,64189481621565;0,0127798833007464;70441
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;40;7,17143449322692;0,586674219481546;4,5905641173381;-0,0645188824342364;8,64200247946305;0,0128875465481464;72241
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;41;7,26885059811301;0,684090324367636;4,61517474416612;-0,0399082556062087;8,64341960220586;0,0143046692909614;74041
B12;112948,381514467;4,62746099855975;3025,77335563854;204;2;10;42;7,36162107052508;0,776860796779705;4,63619495316891;-0,0188880466034211;8,64598499932751;0,0168700664126042;75841
